# Cook - Slo-N-Easy Ranch - JUOC - ITRDB WY067
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/27630
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-27630.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wy067-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wy067-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wy067.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wy067.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2019-05-17
#--------------------
# File_Last_Modified_Date
#   Date: 2019-05-17
#--------------------
# Title
#   Study_Name: Cook - Slo-N-Easy Ranch - JUOC - ITRDB WY067
#--------------------
# Investigators
#   Investigators: Cook, E.R.(https://orcid.org/0000-0001-7478-4176)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2020-01-15.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Slo-N-Easy Ranch
#   Location: Wyoming
#   Northernmost_Latitude: 42.333
#   Southernmost_Latitude: 42.333
#   Easternmost_Longitude: -105.5833
#   Westernmost_Longitude: -105.5833
#   Elevation_m: 2335
#--------------------
# Data_Collection
#   Collection_Name: WY067
#   First_Year: 1296
#   Last_Year: 1999
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Juniperus occidentalis Hook.
#   Common_Name: western juniper
#   Tree_Species_Code: JUOC
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## sne061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sne061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sne091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sne091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sne021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sne021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sne041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sne041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sne111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sne111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sne071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sne071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sne011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sne011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sne051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sne051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sne031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sne031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sne081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sne081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	sne061_raw	sne091_raw	sne021_raw	sne041_raw	sne111_raw	sne071_raw	sne011_raw	sne051_raw	sne031_raw	sne081_raw
1804	0.243	0.25	0.197	0.103	0.279	0	0.261	0.436	0.1	0.115
1805	0.517	0.409	0.164	0.124	0.332	0.027	0.265	0.55	0.197	0.33
1806	0.463	0.4	0.171	0.128	0.465	0.031	0.332	0.68	0.164	0.298
1807	0.148	0.141	0.09	0.076	0.304	0.027	0.378	0.542	0.211	0.146
1808	0.634	0.312	0.395	0.165	0.458	0.062	0.404	0.628	0.491	0.402
1809	0.4	0.33	0.099	0.125	0.375	0.06	0.46	0.489	0.437	0.235
1810	0.356	0.334	0.284	0.204	0.5	0.127	0.444	0.57	0.436	0.33
1811	0.617	0.501	0.304	0.218	0.527	0.186	0.481	0.673	0.447	0.312
1812	0.411	0.298	0.239	0.074	0.288	0.226	0.363	0.491	0.31	0.124
1813	0.538	0.352	0.303	0.208	0.444	0.323	0.509	0.583	0.381	0.347
1814	0.36	0.277	0.173	0.253	0.594	0.228	0.407	0.577	0.279	0.373
1815	0.311	0.145	0.051	0.118	0.427	0.131	0.322	0.56	0.137	0.224
1816	0.363	0.271	0.155	0.144	0.618	0.189	0.434	0.58	0.204	0.465
1817	0.347	0.268	0.058	0.222	0.443	0.248	0.492	0.547	0.208	0.342
1818	0.08	0.169	0.053	0.052	0.374	0.145	0.166	0.306	0.189	0.171
1819	0.43	0.147	0.247	0.081	0.366	0.161	0.204	0.531	0.328	0.248
1820	0.14	0.184	0.246	0.115	0.212	0.212	0.25	0.527	0.365	0.202
1821	0.279	0.333	0.326	0.11	0.38	0.263	0.292	0.413	0.305	0.247
1822	0.217	0.197	0.118	0.086	0.403	0.154	0.231	0.385	0.416	0.271
1823	0.375	0.173	0.176	0.126	0.311	0.132	0.176	0.451	0.241	0.174
1824	0.215	0.201	0.036	0.071	0.293	0.041	0.116	0.148	0.208	0.293
1825	0.821	0.36	0.233	0.24	0.38	0.203	0.332	0.499	0.428	0.277
1826	0.538	0.286	0.173	0.184	0.361	0.252	0.343	0.532	0.446	0.336
1827	0.916	0.488	0.207	0.139	0.296	0.366	0.351	0.407	0.498	0.386
1828	0.643	0.45	0.203	0.181	0.433	0.345	0.327	0.509	0.336	0.291
1829	0.528	0.421	0.262	0.149	0.331	0.348	0.353	0.457	0.336	0.241
1830	0.626	0.538	0.424	0.229	0.467	0.527	0.481	0.649	0.66	0.452
1831	0.283	0.323	0.263	0.177	0.354	0.259	0.319	0.469	0.477	0.372
1832	0.45	0.309	0.363	0.285	0.541	0.481	0.369	0.513	0.547	0.559
1833	0.229	0.304	0.218	0.114	0.375	0.387	0.35	0.465	0.379	0.244
1834	0.438	0.375	0.305	0.194	0.375	0.329	0.472	0.448	0.344	0.461
1835	0.676	0.229	0.313	0.202	0.396	0.453	0.505	0.533	0.363	0.611
1836	0.495	0.273	0.364	0.255	0.428	0.354	0.336	0.491	0.371	0.513
1837	0.526	0.355	0.416	0.23	0.429	0.342	0.296	0.569	0.46	0.352
1838	0.353	0.409	0.396	0.278	0.538	0.248	0.429	0.476	0.324	0.327
1839	0.263	0.478	0.373	0.302	0.489	0.45	0.514	0.447	0.465	0.343
1840	0.438	0.402	0.392	0.184	0.452	0.501	0.399	0.429	0.292	0.374
1841	0.143	0.208	0.249	0.023	0.215	0.328	0.121	0.225	NA	0.04
1842	0.156	0.259	0.117	0.052	0.345	0.313	0.16	0.369	NA	0.232
1843	0.165	0.13	0.423	0.049	0.224	0.235	0.139	0.62	NA	0.204
1844	0.272	0.094	0.333	0.139	0.299	0.311	0.227	0.466	NA	0.141
1845	0.022	0.055	0.02	0.018	0.124	0.225	0.208	0.153	NA	0.094
1846	0.117	0.133	0.34	0.118	0.285	0.324	0.179	0.504	NA	0.165
1847	0.062	0.06	0.139	0.06	0.273	0.281	0.203	0.23	NA	0.14
1848	0.041	0.094	0.035	0.029	0.114	0.076	0.057	0.125	NA	0.075
1849	0.328	0.164	0.474	0.09	0.271	0.636	0.264	0.396	NA	0.244
1850	0.247	0.144	0.246	0.155	0.289	0.373	0.257	0.331	NA	0.211
1851	0.057	0.093	0.097	0.058	0.174	0.294	0.233	0.228	NA	0.099
1852	0.358	0.184	0.249	0.243	0.412	0.231	0.072	0.361	NA	0.444
1853	0.247	0.164	0.318	0.317	0.379	0.296	0.039	0.539	NA	0.335
1854	0.553	0.201	0.329	0.207	0.432	0.526	0.05	0.454	NA	0.323
1855	0.379	0.227	0.315	0.159	0.347	0.602	0.104	0.436	NA	0.197
1856	0.208	0.156	0.111	0.055	0.144	0.225	0.068	0.278	NA	0.111
1857	0.263	0.161	0.173	0.135	0.257	0.339	0.129	0.345	NA	0.309
1858	0.511	0.243	0.276	0.201	0.478	0.238	0.21	0.494	NA	0.372
1859	0.279	0.119	0.224	0.116	0.228	0.33	0.145	0.312	NA	0.122
1860	0.444	0.247	0.282	0.138	0.296	0.432	0.147	0.402	NA	0.361
1861	0.19	0.125	0.138	0.089	0.015	0.302	0.119	0.139	NA	0.221
1862	0.387	0.182	0.247	0.216	0.296	0.492	0.113	0.383	NA	0.292
1863	0.489	0.123	0.166	0.215	0.151	0.449	0.136	0.444	NA	0.215
1864	0.319	0.11	0.229	0.138	0.083	0.139	0.173	0.361	NA	0.176
1865	0.166	0.016	0.047	0	0.013	0.059	0.024	0.141	NA	0.064
1866	0.431	0.111	0.395	0.153	0.189	0.336	0.093	0.36	NA	0.286
1867	0.246	0.057	0.234	0.083	0.064	0.199	0.111	0.266	NA	0.091
1868	0.314	0.096	0.193	0.104	0.154	0.352	0.148	0.335	NA	0.224
1869	0.471	0.097	0.349	0.236	0.193	0.319	0.235	0.373	NA	0.272
1870	0.37	0.09	0.309	0.221	0.224	0.288	0.144	0.438	NA	0.27
1871	0.115	0.064	0.099	0.027	0.091	0.185	0.082	0.166	NA	0.139
1872	0.161	0.055	0.255	0.062	0.054	0.283	0.098	0.319	NA	0.2
1873	0.236	0.051	0.329	0.096	0.103	0.286	0.042	0.315	NA	0.143
1874	0.193	0.092	0.201	0.076	0.127	0.379	0.123	0.311	NA	0.276
1875	0.302	0.132	0.353	0.145	0.187	0.328	0.14	0.45	NA	0.431
1876	0.303	0.126	0.277	0.153	0.177	0.352	0.085	0.384	NA	0.212
1877	0.116	0.096	0.175	0.142	0.17	0.162	0.092	0.403	NA	0.191
1878	0.164	0.215	0.131	0.286	0.36	0.388	0.181	0.495	NA	0.3
1879	0.426	0.152	0.046	0.199	0.263	0.279	0.197	0.437	NA	0.274
1880	0.203	0.15	0.139	0.107	0.215	0.224	0.111	0.332	NA	0.212
1881	0.227	0.248	0.254	0.095	0.17	0.247	0.151	0.192	NA	0.211
1882	0.354	0.332	0.302	0.229	0.442	0.513	0.222	0.334	NA	0.417
1883	0.274	0.189	0.236	0.17	0.244	0.318	0.139	0.308	NA	0.154
1884	0.263	0.265	0.258	0.151	0.23	0.277	0.151	0.288	NA	0.222
1885	0.585	0.422	0.471	0.265	0.356	0.503	0.173	0.494	NA	0.351
1886	0.189	0.208	0.203	0.075	0.12	0.252	0.054	0.219	NA	0.233
1887	0.166	0.221	0.239	0.16	0.22	0.332	0.085	0.343	NA	0.323
1888	0.196	0.57	0.265	0.215	0.389	0.32	0.158	0.5	NA	0.319
1889	0.282	0.295	0.263	0.094	0.423	0.272	0.211	0.474	NA	0.166
1890	0.331	0.187	0.188	0.182	0.228	0.195	0.103	0.391	NA	0.343
1891	0.897	0.327	0.305	0.11	0.284	0.298	0.218	0.359	NA	0.177
1892	1.04	0.092	0.235	0.025	0.192	0.177	0.091	0.347	NA	0.15
1893	0.296	0.094	0.041	0	0.015	0.091	0.035	0.117	NA	0
1894	0.216	0.177	0.101	0.051	0.085	0.229	0.057	0.272	NA	0
1895	0.741	0.207	0.321	0.128	0.217	0.531	0.167	0.443	NA	0.236
1896	0.689	0.201	0.209	0.128	0.245	0.429	0.099	0.331	NA	0.111
1897	0.818	0.381	0.259	0.212	0.201	0.509	0.223	0.397	NA	0.168
1898	0.694	0.411	0.416	0.233	0.284	0.375	0.21	0.435	NA	0.209
1899	0.496	0.356	0.259	0.111	0.092	0.192	0.106	0.341	NA	0.253
1900	0.435	0.3	0.247	0.129	0.201	0.285	0.082	0.217	NA	0.177
1901	0.541	0.235	0.258	0.263	0.264	0.346	0.222	0.244	NA	0.377
1902	0.25	0.124	0.27	0.075	0.24	0.301	0.14	0.108	NA	0.183
1903	0.664	0.46	0.389	0.305	0.256	0.349	0.22	0.148	NA	0.272
1904	1.002	0.424	0.567	0.475	0.397	0.424	0.273	0.14	NA	0.304
1905	0.64	0.176	0.49	0.272	0.224	0.396	0.187	0.14	NA	0.253
1906	0.625	0.324	0.534	0.483	0.313	0.583	0.274	0.419	NA	0.355
1907	0.152	0.097	0.018	0.083	0.015	0.102	0.018	0.111	NA	0.021
1908	0.425	0.243	0.236	0.146	0.099	0.27	0.16	0.548	NA	0.128
1909	0.292	0.092	0.103	0.126	0.056	0.16	0.156	0.436	NA	0.109
1910	0.332	0.262	0.134	0.159	0.224	0.099	0.149	0.375	NA	0.246
1911	0.252	0.153	0.062	0.124	0.203	0.329	0.267	0.333	NA	0.294
1912	0.434	0.208	0.022	0.159	0.298	0.328	0.305	0.266	NA	0.32
1913	0.33	0.3	0.076	0.136	0.242	0.341	0.175	0.23	NA	0.221
1914	0.16	0.163	0.039	0.139	0.136	0.322	0.179	0.107	NA	0.14
1915	0.35	0.247	0.131	0.208	0.316	0.281	0.205	0.022	NA	0.34
1916	0.166	0.151	0.149	0.111	0.241	0.317	0.126	0.015	NA	0.047
1917	0.155	0.074	0.053	0.056	0.083	0.182	0.097	0	NA	0.107
1918	0.231	0.192	0.214	0.16	0.22	0.272	0.076	0.017	NA	0.197
1919	0.061	0.204	0.337	0.134	0.293	0.224	0.072	0.016	NA	0.228
1920	0.124	0.137	0.194	0.152	0.254	0.208	0.16	0.051	NA	0.223
1921	0.339	0.278	0.274	0.323	0.391	0.281	0.144	0.125	NA	0.285
1922	0.138	0.168	0.09	0.114	0.186	0.259	0.068	0.075	NA	0.06
1923	0.086	0.169	0.069	0.128	0.215	0.266	0.091	0.072	NA	0.249
1924	0.049	0	0	0.097	0	0.203	0.063	0	NA	0.125
1925	0.107	0.133	0.113	0.298	0.191	0.458	0.123	0.337	NA	0.352
1926	0.266	0.337	0.222	0.277	0.354	0.399	0.291	0.547	NA	0.464
1927	0.496	0.508	0.351	0.306	0.419	0.494	0.307	0.505	NA	0.442
1928	0.51	0.455	0.267	0.215	0.459	0.326	0.301	0.436	NA	0.477
1929	0.351	0.385	0.136	0.125	0.335	0.38	0.128	0.183	NA	0.05
1930	0.445	0.047	0.187	0.118	0.254	0.291	0.147	0.126	NA	0
1931	0.455	0.074	0.352	0.166	0.371	0.4	0.203	0.294	NA	0.167
1932	0.398	0	0.32	0.232	0.159	0.45	0.222	0.403	NA	0.138
1933	0.659	0	0.191	0.259	0.364	0.488	0.141	0.388	NA	0.133
1934	0.583	0	0.159	0.347	0.383	0.442	0.261	0.489	NA	0.012
1935	0.439	0.106	0.048	0.166	0.117	0.24	0.125	0.223	NA	0.074
1936	0.229	0	0	0.27	0.175	0.303	0.203	0.38	NA	0
1937	0.524	0.225	0.043	0.332	0.211	0.6	0.307	0.507	NA	0.105
1938	0.864	0.097	0.139	0.387	0.31	0.63	0.349	0.588	NA	0.253
1939	0.642	0.145	0.176	0.263	0.29	0.366	0.213	0.619	NA	0.249
1940	0.656	0.129	0.326	0.231	0.332	0.43	0.17	0.522	NA	0.204
1941	0.795	0.277	0.428	0.222	0.353	0.412	0.348	0.32	NA	0.481
1942	0.385	0.17	0.407	0.163	0.272	0.057	0.221	0.568	NA	0.192
1943	0.936	0.365	0.444	0.084	0.499	0.406	0.203	0.591	NA	0.333
1944	0.51	0.102	0.326	0.028	0.084	0.393	0.199	0.457	NA	0.225
1945	0.353	0.24	0.297	0.118	0.211	0.486	0.152	0.473	NA	0.238
1946	0.53	0.262	0.462	0.146	0.221	0.343	0.123	0.388	NA	0.196
1947	0.675	0.31	0.4	0.254	0.419	0.593	0.235	0.595	NA	0.449
1948	0.414	0.134	0.072	0.131	0.125	0.245	0.1	0.348	NA	0.266
1949	0.411	0.236	0.277	0.121	0.239	0.294	0.113	0.406	NA	0.231
1950	0.576	0.286	0.208	0.087	0.326	0.321	0.082	0.466	NA	0.385
1951	0.573	0.229	0.118	0.067	0.27	0.426	0.082	0.315	NA	0.236
1952	0.247	0.164	0.299	0.099	0.209	0.205	0.097	0.361	NA	0.241
1953	0.159	0.128	0.152	0.078	0.21	0.203	0.059	0.33	NA	0.255
1954	0.32	0.221	0.228	0.082	0.335	0.151	0.098	0.354	NA	0.347
1955	0.598	0.234	0.28	0.154	0.323	0.203	0.162	0.46	NA	0.388
1956	0.46	0.182	0.22	0.125	0.327	0.18	0.119	0.49	NA	0.561
1957	0.562	0.297	0.329	0.198	0.377	0.451	0.13	0.593	NA	0.362
1958	0.567	0.111	0.041	0.141	0.299	0.223	0.091	0.496	NA	0.228
1959	0.842	0.202	0.225	0.13	0.299	0.391	0.164	0.585	NA	0.212
1960	0.855	0.277	0.167	0.278	0.233	0.373	0.234	0.643	NA	0.374
1961	0.391	0.111	0.03	0.153	0.229	0.339	0.089	0.52	NA	0.344
1962	0.642	0.39	0.077	0.314	0.47	0.33	0.19	0.807	NA	0.552
1963	0.791	0.43	0.237	0.248	0.479	0.449	0.369	0.967	NA	0.585
1964	0.571	0.276	0.027	0.321	0.198	0.308	0.227	0.804	NA	0.404
1965	0.641	0.315	0.208	0.349	0.51	0.326	0.227	0.964	NA	0.473
1966	0.554	0.19	0.185	0.208	0.436	0.175	0.203	0.644	NA	0.392
1967	0.552	0.527	0.311	0.276	0.575	0.416	0.46	1.332	NA	0.736
1968	0.399	0.284	0.263	0.249	0.511	0.175	0.287	1	NA	0.462
1969	0.712	0.324	0.287	0.048	0.494	0.368	0.167	0.962	NA	0.484
1970	0.437	0.252	0.15	0.03	0.34	0.17	0.252	0.973	NA	0.315
1971	0.464	0.369	0.27	0.206	0.493	0.238	0.272	1.007	NA	0.426
1972	0.725	0.347	0.305	0.244	0.58	0.33	0.248	1.073	NA	0.722
1973	0.692	0.309	0.288	0.266	0.437	0.352	0.187	0.85	NA	0.417
1974	0.626	0.418	0.217	0.178	0.389	0.479	0.194	0.826	NA	0.506
1975	0.813	0.42	0.204	0.25	0.592	0.498	0.161	0.917	NA	0.581
1976	0.567	0.207	0.231	0.264	0.51	0.376	0.107	0.937	NA	0.466
1977	0.319	0.332	0.076	0.255	0.485	0.294	0.156	0.807	NA	0.448
1978	0.216	0.348	0.185	0.302	0.353	0.337	0.126	0.581	NA	0.37
1979	0.02	0.129	0.015	0.09	0.31	0.277	0.065	0.43	NA	0.274
1980	0.251	0.18	0.139	0.187	0.295	0.306	0.091	0.378	NA	0.501
1981	0.425	0.341	0.077	0.305	0.411	0.404	0.161	0.562	NA	0.622
1982	0.289	0.279	0.045	0.322	0.534	0.319	0.209	0.666	NA	0.724
1983	0.229	0.15	NA	0.351	0.417	0.281	0.119	0.597	NA	0.558
1984	0.414	0.058	NA	0.238	0.285	0.295	0.163	0.311	NA	0.583
1985	0.341	0.216	NA	0.23	0.364	0.303	0.168	0.277	NA	0.628
1986	0.494	0.294	NA	0.416	0.326	0.244	0.212	0.313	NA	0.718
1987	0.591	0.143	NA	0.415	0.339	0.253	0.171	0.124	NA	0.747
1988	0.318	0.134	NA	0.159	0.215	0.133	0.094	0.037	NA	0.471
1989	0.584	0.428	NA	0.266	0.354	0.398	0.157	0.097	NA	0.879
1990	0.361	0.303	NA	0.198	0.18	0.375	0.083	0.119	NA	0.669
1991	0.571	0.412	NA	0.265	0.379	0.399	0.205	0.154	NA	0.739
1992	0.841	0.305	NA	0.427	0.298	0.356	0.147	0.212	NA	0.747
1993	0.611	0.289	NA	0.34	0.482	0.315	0.088	0.244	NA	0.712
1994	0.477	0.319	NA	0.053	0.389	0.206	0.059	0.271	NA	0.307
1995	0.768	0.559	NA	0.148	0.68	0.294	0.106	0.611	NA	0.327
1996	0.467	0.375	NA	0.174	0.513	0.451	0.155	0.772	NA	0.479
1997	0.456	0.624	NA	0.356	0.646	0.558	0.214	0.688	NA	0.642
1998	0.811	0.833	NA	0.289	0.763	0.823	0.242	0.746	NA	0.903
1999	0.533	0.497	NA	0.076	0.729	0.364	0.218	0.902	NA	0.665
